3zzf NLG
1h07 MFP/MFQ
1kc7 PPR
1lox RS7
1oe7 GSH
1oe8 GSH
1pyg AMP
1tl9 4-mer
1xxi ADP
1ydr IQP
2cht BAR
2ez5 11-mer
2ga2 A19
2gcd STU
2gz8 F3F
2hwi VRX
2l8j 18-mer
2vnf 10-mer
2ydt EDG-AHR
3cgo JNO
3eys 6-mer
3hqr OGA
3hzm KDO
3i97 8DR
3iog SDF
3t6y DU2
3tws 16-mer
3v0l 2GW
4de3 DN8
4en4 GT0
4h2o 0YW
4j5c 7I6
4pnl DRL
4qqi 17-mer
4yvz 3AT
5f08 5TG
5ixf 14-mer
5j1x AR5
5juz YL4
5mrp 6BC
5nn6 MIG
5v5e 8N4
5w1w 9-mer
5wqj 7N3
5wrs ATP
5yia 8V9
5yun MYC
5yzc 95C
5zma 9FX
6dgl GEV
6dzy HJM
6exm QQH
6fi5 8-mer
6fne DY5
6oxl 7-mer
6q30 HCH
6qfg J08
6qtw 11-mer
7gpb AMP
1szm BI2
4fmo 8-mer
4qz6 04C
4u5j RXT
5dus APR
6bw3 12-mer
6esm B9Z
6f4w FMC
1bio SOA
1bjv GP8
1h26 11-mer
1ha2 SWF
1kdw 4CB
1oiq HDU
1r5w 13-mer
2c9b PUG
2idk C2F
2nq7 HM5
2olb 3-mer
2y7i ARG
3bxf FBP
3daj FXG
3f07 AGE
3ggw 12-mer
3iqq 12-mer
3jyr ACR
3r8v Z62
3ubd SL0
3v78 ET
4ba3 12-mer
4dtt I41
4hkk AGI
4nxu ADP
4o0t 2OL
4qij 1HA
4r4c 3HS
5a4q Y3L
5a81 78J
5azg 10-mer
5eds 5MT
5lgn 6W0
5n8j 12-mer
6bid DW4
6boe E0S
6ew7 C1W
1g3d 108
1njc DCM
1y3n 2-mer
2c2l 10-mer
2iuz D1H
2wyn 2-mer
3fkt SII
3sdg 3SE
3uzj 0CT
4fri DWA
4ie6 UN9
4kww PHT
4p5e N6P
4pqa X8Z
4tk0 32Z
4wbg AZR
5gja 6PC
5jy0 4-mer
5knu 6WA
5l2n 6ZU
5vcx H8H
5vd3 H8H
6bs4 AGS
6dlj GXM
6eil B6B
6fvo 6-mer
6hgv G3Q
6hvw GVW
6n7z KF7
6ouv TDK
6qyk JLB
6sen 18-mer
2jdn MMA
4esg 17-mer
4o3f TZN
5alj T5J
5gx7 2-mer
5lpm 71Y
6ak6 CTP
6mxc 5GP
6p8x O5V
1cs4 101
1jak IFG
1njd UMP
2f6j 15-mer
2fuu 15-mer
2lgf 15-mer
2nmx M25
2np9 YE1
2onb 7PA
2qo1 VZZ
2z52 H23
3bex PAU
3coz 54H
3uxl CFI
3vtr TCG
4awf XI7
4bda VFB
4umj BFQ
4xh6 HUL
5all II6
5d1n SAH
5em9 8-mer
5eto 5RY
5oua 18-mer
5vzu 17-mer
5zyh 9N0
6au5 11-mer
6ayh C3G
6chh F0P
6egw 18-mer
6faw 8-mer
6hy7 13-mer
6i12 H08
6j8q BHU
6nfo 8ZS
3jup AKD
3su5 SU3
4iur 15-mer
4tw8 37M
6agk 9WR
1f4x MGS
1fo0 8-mer
1mfi FHC
1rtl CPX
2hmb PLM
2xkc 4VQ
2zlg MRT
3gxy 3-mer
3nzi 7-mer
3sha P97
3udv J1C
4bqh 9VU
4cwn 6LV
4inr 1G1
4kxm 6IA
4tkb DAO
4tx6 38B
5afv JH5
5d2a 12-mer
5hkb 64L
5mgx 8-mer
5n9r 8RN
5opr A3E
5ox5 B2E
5t9w 78E
5wg9 KU4
6esy TFX
6fnr DYT
6ggd EYB
6hys ADP
6q7v HLK
6t1o M82
1e06 IPB
1e1y CPB
1fwe HAE
1h27 11-mer
1kne 15-mer
1lev CLI
1o9d 5-mer
1vfn HPA
2bz8 11-mer
2f71 UN7
2vxa RBF
2wca NP6
2wgs 1AZ
2yhw BM3
2yhy BM3
3bl1 BL1
3cbp SFG
3e6y CW1
3fa3 OAF
3lfs A07
3qce NXY
3qcf NXY
3qps CHD
3u78 E67
3upz B5A
4btl 5GZ
4eqj 8-mer
4o77 2RE
4os1 15-mer
4q6f 5-mer
4uiy 5V2
4wz6 ATP
4xsz 42U
4yad 4A7
4zzy D7N
5a82 YEJ
5boy 4UE
5d6p 57U
5dj5 GR2
5eje AP5
5ih6 AUG
5khd C2E
5lhg 6X3
5osk A9Q
5toe 7GK
6cdc 4-mer
6cse ALA
6h1d SAH
6qcj XEG
3bho B4P
3u5j 08H
5ll7 6YV
6g1u E1K
6n3v KB7
6qs1 11-mer
1a08 4-mer
1aqi SAH
1cqp 803
1ejn AGB
1fyr 5-mer
1uti 16-mer
2bmk PDD
2qnx UDT
2xk8 5R1
2z5t 15-mer
3abu 12F
3btj DEQ
3c6w 12-mer
3e3c HHG
3ip9 ABU
3ldp 3P1
3lpl TDP
3nes B72
3twu 16-mer
3upy FOM
4ddy DN6
4dli IRG
4dzy WJ1
4f9g C2E
4htp 11-mer
4iid NOJ
4j48 4-mer
4jiz 8-mer
4lng JAN
4mg6 27G
4my6 3VH
4mzl 18-mer
4oz1 10-mer
4txe 38F
5e0h 5LH
5icv 5-mer
5iz8 9-mer
5uv1 0FV
5wgp AUD
6bh2 90V
6bic 5LH
6c99 EQY
6eq4 BSW
6h29 FK8
6hop 4-mer
6j3o B4L
1vwl 9-mer
3bux 13-mer
3gy3 PNT
3l1n PLM
3rf5 FUZ
5d0c E0B
5jq5 I74
1f57 DCY
1h1r 6CP
1hk1 T44
1hlf GL4
1hte G23
1lrt TAD
1qs4 100
1y3v UIR
1y3y UIR
1z9g RRT
2gni M77
2n1g 16-mer
2ojg 19A
2qlm F68
2reg CHT
2x6k X6K
2xkd T3M
2xzc XOP
3arv SAU
3fv7 MXS
3fwv 6-mer
3hv6 R39
3iw7 IPK
3n86 RJP
3p79 P79
3qzq AG7
3s8l 5-mer
3zjt AN3017
4b11 7I1
4deu NAR
4dmn 0L9
4ft2 15-mer
4jin 1L7
4l7b 1VV
4mbp 4-mer
4nhy PD2
4zqt 4QP
4zs0 4QV
4zsj 4R0
5adr QS5
5bqs 4VN
5c4l SIS
5jin 11-mer
5l0h PIO
5y93 8Q9
6azk 11-mer
6c9p MTP
6ets I1L
6fdc DD5
6fmp 8-mer
6g4n E2W
6j0g H6P
6j0k H6P
6m89 QUE
6ufn Q6M
1hq5 S2C
3q7q GNP
3sn8 S89
4ezy 7-mer
4iuu 15-mer
4qz7 04C
4zsq 4RX
5adt 1TC
5gv2 ARG
5zoo 14-mer
6es0 BW8
1n5r PRM
1nhu 153
1nhv 154
1o43 821
1pxk CK3
2aie SB9
2aod 2NC
2azm 10-mer
2erz HFS
2f4j VX6
2nxd 10-mer
2op9 WR1
2r3c 17-mer
2x97 RX4
2z5s 15-mer
3b1t YCL
3ery 9-mer
3g2w 14-mer
3iuc ADP
3mke CB4
3oxi SYY
3p4f 11-mer
3sh0 SAX
3t6r 7-mer
3td4 API
3zi8 FU4
4gs9 0XB
4hxl 1A9
4jls 3ZE
4l70 1V9
4l7u 1VC
4n7g 11-mer
4nal H70
4pr5 11-mer
4pra 11-mer
4prn 11-mer
4prp 11-mer
4xek 19-mer
4yo6 4GD
4zek LAH
5c28 4XV
5d6y 10-mer
5dhf 13-mer
5g3m 9JH
5g5z DQR
5hey 9-mer
5m4k 7F9
5ov9 CVI
5t2y 753
5tcc J56
6cjv G2Y
6e2m KK7
6fi4 8-mer
6fqu E3B
6hx5 GXE
6iiw 10-mer
6jaw BBO
6m8c IRH
6n87 13-mer
6pi6 OKM
6s7z KZN
2bb7 QMS
2h15 B19
2lko 4IP
2pqz G0G
2qwf G20
3tdu 16-mer
3zmp 10-mer
4ncn GTP
4u7t 12-mer
5ads QNS
5ouh L0B
5zcu PYV
6f28 CG8
6gon 8PF
6goo 8PF
6hm4 15-mer
1e8h ADP
1gnn U0E
1nhx FTB
1ow4 2AN
1oxn 9-mer
1pwu GM6
1tve 178
2an5 TTL
2c92 TP6
2cbu CTS
2k0x PNS
2q8z NUP
2uyq SAM
2v0c ANZ
2vpg 18-mer
2vr4 17B
2xk3 XK3
3al3 10-mer
3b5j 12D
3d45 7MG
3ha6 2JZ
3oil VZ5
3sou 9-mer
3u0p LSC
3vi5 M4M
3zju AN3016
4c52 X0D
4cxx 640
4d2p 6Z7
4det KMP
4jfj 1KU
4l4z D5X
4mg9 27K
4mm9 FVX
4q9y M3T
4wku 3QJ
4ycw KRS
5hjb 8-mer
5n18 8HZ
5o2d 9HH
5o3q CMP
6bt0 E7V
6dha GFV
6esj PRM
6jsz C7O
6qge J1E
6s9b L1H
3sji AG7
3uvl 11-mer
5ans RX8
6bdy SFG
6h4q FO2
6jn4 BX9
6qff J08
1a46 00K
1a99 PUT
1bt6 14-mer
1dkd 12-mer
1egh PGA
1g4k HQQ
1g98 PA5
1g9r UPF
1i32 NMD
1i48 CCO
1jsv U55
1n1m A3M
1o4b 876
1pgp 6PG
1xt3 6-mer
1y2d 4DE
2a14 SAH
2adm SAM
2avm 2NC
2bgn 9-mer
2bw7 ECS
2ccs 4BH
2f2h XTG
2gpp 1BA
2h3e 6PR
2hwh RNA
2i4p DRH
2i4z DRH
2o3z AI7
2oi9 9-mer
2x7c KZ9
2x7x FRU
2xpb 4GE
2ya6 DAN
2zbk RDC
3acx 673
3b0w DGX
3bar U5P
3c4h DRL
3d4y MVL
3dkj PRP
3doz 3BE
3ds1 12-mer
3eks CY9
3fhb GAB
3g0c RUF
3kku B95
3n5h GO0
3pxe 10-mer
3s9i XI7
3srg OCH
3udy 09G
4aa7 R82
4b13 X25
4bs0 6NT
4d1c B5H
4f39 KAI
4hnn LYS
4i7b 14-mer
4j28 EAT
4j8s 15-mer
4l2l 1V6
4pio AVI
4pzv J1D
4qxq 1YE
4tky 7-mer
4yk6 11-mer
4ysi 8-mer
4z0u 10-mer
4zyr 9PG
5adq A95
5ajz MJP
5dhq 5AK
5dlx 5D2
5elq 8-mer
5jar 6HV
5jq8 I73
5k1v 6PX
5lz4 7BW
5m3a 7E7
5mky I0D
5mqt STI
5mro Q9P
5uwj 15-mer
5vqs 9KD
5vqw 9KD
5wei GY6
5z1r EFL
5zdf AR6
6bs5 ANP
6d4u FWP
6eip B7B
6f9g PUT
6h9b FWH
6hd6 FYH
6ia7 GTP
6jay JUK
6mim 10-mer
6n8x KFY
6npi 60Q
6o5g LMJ
7gch LPF
9lpr 5-mer
1n7m NMP
2oz2 D1R
2uz9 XAN
3bt9 DEQ
3hj0 A93
3lf0 ATP
3t3h GPV
3wvm STE
4mny 14-mer
4wvu 5-mer
4yqv 4GG
6avi KNA
6ipi DCP
6q60 HJH
1cka 10-mer
1guw 18-mer
1obx 8-mer
2hob 6-mer
2qg0 A94
2v25 ASP
2vtj LZ4
3b1u YFF
3c4f C4F
3jvr AGX
3k3i JZJ
3mks C1C
3shc B01
3tku M77
3tne RIT
4a6v IKY
4a6w 5C1
4abk AR6
4awm KDH
4br3 U85
4dkp 0LL
4dn0 C2E
4h3c 0YZ
4hbx 14X
4hfz 15-mer
4i9o KI1
4iut 15-mer
4iuv 15-mer
4nhx OGA
4obz 2S4
4rvt 3XM
4u82 FPS
4zw6 4SY
5b5o WMM
5du8 5FK
5ekn N58
5hfc 9-mer
5lx6 78P
5mtw 13-mer
5mwd TJ3
5mxq U8K
5t2p K89
5wle 12-mer
5y9l 8R3
6cdg 6-mer
6eyt UDP
6hol 15-mer
6uyy 17-mer
2z4z SC0
3bqc EMO
3m3z 3F5
4i60 B1R
4j44 4-mer
4xuh SFI
5izl GCP
5q0y 9LY
1bkm 1C5
1dmb BCD
1g3b 108
1h25 11-mer
1o32 801
1o33 801
1o34 801
1o5e 132
1qy2 IPZ
1t7f 15-mer
1zdp TIO
1zyr STD
2b1v 458
2c68 CT6
2flb 6NH
2las 13-mer
2pgz COC
2ph8 35A
2pqc RC1
2viy VG3
2xk1 EWB
2zvj KOM
3bzi 9-mer
3d1f 9-mer
3g9n J88
3gpe PT5
3gy2 BRN
3ivx FG6
3jyj JZI
3kr1 VGD
3o0e 17-mer
3o1d 13-mer
3o1e 13-mer
3pb7 PBD
3qw7 5-mer
3ut5 4-mer
3v7c C77
3wz7 IXY
4d1d 5ND/5NL
4d8n 0HM
4dk8 0KT
4dwb 0M7
4f70 0ST
4gao 12-mer
4gz3 UDP
4ibm IR1
4j3i 1K0
4jv9 1MO
4knr 1S8
4lps GDP
4mp7 PFT
4o2a 2RR
4o2b LOC
4p4d 2GR
4qq4 16-mer
4rxa 3F2
4tkh MYR
4yog 4F5
4zsp 4RZ
5am5 6NZ
5cbr 4ZK
5dlz 5D1
5duf G7A
5eis 5OU
5epk 6-mer
5fos 17-mer
5h5q 15-mer
5hf1 9-mer
5ieg 6A9
5itf 12-mer
5mwh UWX
5n8t 13-mer
5ni0 8XW
5om7 DM2
5ota AQQ
5sve 18-mer
5tzd C2E
5u4b XOS
5vqt 9K7
5vsk 9HS
5wg8 LB1
5xxf 17-mer
5yjf 8WO
6boy RN6
6cjw FYV
6ev0 BYK
6gu6 1QK
6mh7 JQY
6ncp 9-mer
2ya8 G39
3btc MGR
3pa8 621
4b4q 6-mer
4dcd K36
4iku SHX
4mn3 7-mer
4uva D73
5c1x GHX
5nmg 9-mer
5ntt SVE
5zdb AR6
5zdc AR6
5zdd AR6
5zde AR6
6aeh UTP
6e6m 8CB
6i8t H7Z
1p1o QUS
1rhm NA4
2cmc DFM
2gg7 U14
2qta TDP
3asl 11-mer
3rz3 U94
4a95 9MT
4mnw 14-mer
4muv PCG
4nwc 2QE
4oee GNX-IDY
5ih2 12-mer
5y5n 8NO
6jav BC0
6r4v BFQ
1ddm 11-mer
1jj9 BBT
1jmf UMP
1kds NPB
1o5b ESI
1q66 KMB
1ur9 3-mer
1xh8 R55
1y3w UIP
2boj ARW
2gg0 U11
2h44 7CA
2pg2 K01
2psx 4-mer
2vcg S17
2xp7 4F8
2ynr 12-mer
3cs8 12-mer
3cso XNI
3d1e 10-mer
3eg6 13-mer
3k00 MTT
3k8d KDO
3njy 8XQ
3plu 19-mer
3qfv NM7
3qxc ATP
3rm4 3RM
3rum 7-mer
4fxq G9L
4j45 4-mer
4lbo 3-mer
4mbf 2AW
4oaz C2E
4py4 XL2
4q9o 2ZW
4qwj 3BV
4u03 TLL
4u0m TLL
4u0n TLL
4um1 09P
4yuw 4JU
4z0f 13-mer
4zdu 16-mer
5d1t 56R
5f37 N5J
5fsn 6Q3
5gwa NXL
5id0 11-mer
5jas 6HW
5mwg WGX
5nw7 9C2
5td7 FKS
5xaf 84F
5za2 NXL
5zym 9M6
6eij B5Z
6gge EYE
6hjj G7T
6qxa GQB
2x7s WZC
3dpd 41A
3r5n MLO
3sjo AG7
4ght AG7
4l4v 1VY
4mw6 2EE
4z2k M6E
5dda 59M
5ha9 TP0
5k0t 415
6ajg 3RX
1hmt STE
1y57 MPZ
2qe5 617
2y5h Y5H
4bqt C5E
4q4q SAQ
5e2q 8-mer
5mo8 C98
5n31 8LB
6ipj TTP
6jan MAL
1a8t 061
1c3i TR1
1dub CAA
1g3c 109
1ggd FAF
1jlx 3-mer
1jvp LIG
1kpm VIT
1njb UMP
1ppm 0P1
1wug NP1
2i40 BLZ
2q88 4CS
2q95 A05
2xk6 EQH
3bl2 19-mer
3e63 5B2
3fyz MXC
3iaw 2NC
3il5 B82
3k16 4-mer
3mbz MXC
3q72 GNP
3q7p GNP
3v31 18-mer
4acf 46B
4ezx 7-mer
4f6v ZYM
4g8v 0EY
4int 1G5
4k3p 6-mer
4mzj 19-mer
4oyb 1VJ
4rhx 3QF
4wph 11-mer
4ymq ZBD
4ysl GSH
5auy MRI
5e0g 5LG
5esq 12-mer
5eta 16-mer
5ez0 11-mer
5gx6 2-mer
5h15 LQD
5iay 16-mer
5kyk 6ZD
5lrq 4WG
5m9d 16-mer
5oei OOG
5owf GLN
5t23 74F
5t6f N38
5tzf C2E
5tzg C2E
5un1 BMK
5uwi 18-mer
5uwp 19-mer
5v40 JS1
5w3i GY5
6bib DW7
6czf G4P
6dko GXG
6dxl HG4
6eog BKK
6gu2 F9Z
6inz 2-mer
6jib BQF
6mnc J3Z
6skd LH2
1h8s AIC
1lkl 4-mer
2wi4 ZZ4
2zju IM4
3ual 14-mer
4z5w 5-mer
6ey8 C4T
6gu7 FB8
6mo9 JVY
6n3w KBJ
11gs 2-mer
1apb FCA/FCB
1bbz 11-mer
1hdq INF
1kav FEP
1ktt C02
1lqe IMA
1ntv 14-mer
1ols TDP
1qm5 5-mer
1rri A45
1urg MAL
1vwn 7-mer
1zyj BI5
2g6q 12-mer
2llo 19-mer
2llq 19-mer
2nn1 M28
2nq6 HM4
2vtr LZB
2xez XEZ
2xk7 30E
2y8l ADP
2y8q ADP
2ym4 4YM
3b7i PLU
3bet CTF
3doy 2BE
3dp2 4BE
3dp3 4BB
3e1r 13-mer
3fzs B96
3gss 2-mer
3h6z 6-mer
3ind 593
3iue FG3
3nzw 5-mer
3owk 18E
3qqa TCH
3qqs 17C
3wz8 IXV
4a9n A9N
4dld TZG
4e9u RWY
4imq 4-mer
4k9g 1Q1
4lj8 ADP
4mcb 21W
4p5d N6P
4pnt IQD
4r4o 3HW
4rn2 L7G
4rqk R1S
4u0u ADP
4xs2 42P
4yax 4AE
4ycv KRS
4z84 NVX
4zec C84
5a3w PD2
5d2r 56W
5eeq 12-mer
5etk 5RU
5gg4 13-mer
5il1 SAM
5im3 DTP
5jlz 15-mer
5t1m 12-mer
5tb6 77X
5tbj LHD
5tg1 V56
5w5j 9WS
5yof 7HS
6ahs 9YO
6bs3 ADP
6c7b ENY
6ced EYA
6cms 5OD
6ftp DM2
6i14 GZN
6n0m K94
6oah M2V
6rml 15-mer
6szj M5W
3buw 13-mer
4do5 DGJ
4edy 9PQ
5ku9 6XJ
5wbq A3J
5x5g OP0
6hb5 YSC
3sm1 6-mer
4bzn UGX
4km2 TOP
4oex 5EO
5dw2 5GD
5kk8 ADP
5tdb 4-mer
6bm5 SAM
6g8n EQB
6i1r C5P
6k4r AMP
6mo8 JWD
6s1s KRT
1abt 12-mer
1bdl IM1
1juf 9-mer
1k4g AIQ
1ny0 NBF
1o2u 847
1o2v 847
1o2w 847
1o2x 847
1o2y 847
1ogz EQU
1q54 BHI
1q63 AIQ
1qbn 688
1tqf 32P
1u1w 3HA
1utz PF3
1yw7 A41
2bro DF2
2e5y ATP
2g19 4HG
2liq 3-mer
2lnw 9-mer
2oc7 HU4
2pu1 FSG
2r3t G4G
2vmf MVL
2z94 TLD
3ax5 11-mer
3d28 B34
3dp0 2BC
3duy AFJ
3e5u 3C4
3ehy TBL
3fxb 4CS
3r9n Z68
4b6r 3DQ
4bis 8HQ
4des 57D
4ehm PJA
4gsc MGW
4j59 671
4jv8 1M1
4msu 2EU
4nak PBQ
4pnm NU1
4qdk SAH
4qr3 BNJ
4qw6 3BV
4rww 2BA
4w50 12-mer
4z2l M6F
5a2j 6-mer
5c0m 10-mer
5d4a 57Q
5egu 5NQ
5eng 5QN
5hj9 X7A
5j4v 6JH
5j9k 15-mer
5jf8 PN3
5knr 3L5
5kv9 I57
5lso 6-mer
5mme 8Q6
5mql G65
5ndf LU2
5oq8 A0Q
5q0z 9M1
5wf3 KU2
5y48 URA
6bfe DJV
6bqa 67C
6d18 GTV
6few D6W
6fil D6W
6h8c 19-mer
6i5j 11-mer
6i5n 11-mer
6npf KVM
6pvv 5FA
1kl3 9-mer
2v6n XP1
3lpu 976
3r6t LU1
3vf3 0GS
4ajw VWN
4azc NGW
4jn4 ATP
4jne ATP
4mga 27L
4xya 43S
5akj 6N4
5tqs 11-mer
5wmt 9QY
6qfh J08
2cm8 F16
2uzv SS5
3tcg 3-mer
4mwc 2EM
4xkc MD9
5eh5 XCZ
5lif 6XO
5lo5 70M
5za7 HMX
6gj8 F0K
1u6q 745
3bim 19-mer
3kjq B94
3zlk Y46
4cfl 8DQ
4pgc 9-mer
4zei LAO
5am0 LWS
5cyi 55S
5h09 OOO
5ut0 35R
6fmc DUE
6fmf DUE
6iyv 2RG
6rw1 KL5
1b3l 3-mer
1dzj SES
1e1x NW1
1ett 4QQ
1fpi AMP
1y8o ADP
1ydk GTX
2brm DFZ
2e9d B76
2eg7 OTD
2j9a 5-mer
2jbl SMA
2mpm 16-mer
2ooh OX3
2oqs 6-mer
2ph9 GNT
2qlb 5-mer
2qm7 GDP
2tmn 0FA
2viq D55
2xas M80
2y3p SM8
2y8i ADP
3bg8 INH
3bu6 15-mer
3e0q JFD
3eeb IHP
3f9n 38M
3fci 3FI
3ghe 15-mer
3h1x IMN
3m54 11-mer
3qgw L7A
3u9c 04G
3uev MYR
3wgw T2B
3wzu 1FM
4a23 C56
4arb C57
4b71 DJL
4de0 0JB
4e28 0MZ
4gpl 7-mer
4hva 4HV
4iu0 ABH
4p6e 2FC
4q3q ABH
4qmu SKE
4tkn 19-mer
4uat XBP
4uau XBP
4wk1 2BA
4x3s 10-mer
4xyn 15-mer
5a4t AJG
5d3s 579
5fsy AR6
5fyq 13-mer
5l4f 6J1
5ngt 8WZ
5nps 9-mer
5oxg B4B
5t5g 75P
5t8p 774
5u5h 7VV
5u62 7WD
5vb9 15-mer
5wa4 16-mer
5yic 8VO
5yvx 9-mer
5z68 ATP
6dpx H7G
6eq2 BU8
6g3y ELB
6hx8 GXN
6mnf 7-mer
6peu 12-mer
6q5b NXL
6q9u HRE
1v2n BBA
2ew5 Y12
2weq GDM
3old 6-mer
3wti CT4
4azp A9M
4bw1 S5B
4kne 1CY
4lkt EIC
4qxj 04C
5a5r NP8
5a5s NP8
5c1y GHY
5fhn 5XO
5hlm B9F
5jha 6K7
5lvl 537
5ugm 8A7
6a80 CYS
6f7c CVT
6hu2 T34
6md0 OLA
1ugx GAL-MGC
2c0o L2G
2g01 73Q
2pv2 12-mer
3ebp CPB
3jzk YIN
4csd MFU
4mwe 2EN
4rxh 8-mer
5cp5 EB0
5e8z 5L4
5ets 5RX
5wzw U8D
6bt6 3GK
6ey9 C4N
1a4h GDM
1a4w QWE
1aj6 NOV
1jao 0D3
1kyv RBF
1lvk MNT-BEF
1ndv FR0
1o0h ADP
1oay FUR
1ok7 16-mer
1pph 0ZG
1qf2 TI3
1qka 3-mer
1qwe 12-mer
1ule 3-mer
1vgc V36
1yds IQS
1yet GDM
1yms NBF
2ans 2AN
2g83 GDP
2g9v IFM
2iwu NP5
2pmk 128
2q96 A18
2xn3 ID8
2zyn BCD
3hyf ON1
3jq7 DX2
3kgu GEN
3n5u 13-mer
3neo G24
3qo9 QO9
3r0h 9-mer
3r4m WOE
3tkz 10-mer
3vqh IQB
3zki WZV
3zv7 NHG
3zvt B07
4dgm AGI
4dlj 6RG
4gja 0M3
4h1j 0YH
4hz5 19Y
4kyh ZST
4l3p 1UH
4lkk 2-mer
4mdq 28W
4ot6 2V1
4p0v 1WO
4p0x 1WO
4pz8 18-mer
4qye 3DL
4rdn 6MD
4rme 13-mer
4u0f 3A8
4uvu U1T
4ux6 YWO
4y5d MT6
4ztl 4S1
5afx PVZ
5ax3 5ID
5cuq NSC
5dxg 13-mer
5eq0 6-mer
5fb1 15-mer
5fh6 5XM
5h63 UD1
5i12 H27
5ivc 6E7
5izm GNP
5lsx 76O
5lto GLN
5owh B0K
5owl B0K
5svz 15-mer
5trj 7HO
5u2j 16-mer
5vqr 9KG
5zfi 9C9
6c67 5ID
6eux BYB
6gw4 CHO
6mh1 JQP
6n48 KBY
6pit 12-mer
6pka 7-mer
6r8w JVH
1fv0 9AR
2hny NVP
2xno ED8
3ft4 9-mer
3pm1 ET
4i6b 11G
4op2 2UX
4qwr 3BV
6ej3 B7T
1kv1 BMU
2c4g 514
2p99 YE6
2woa 576
3lmk GLU
3lnk 74A
3nef PYV
3neg PYV
4mr3 1K0
4mr4 1K0
4qh7 12-mer
4ra1 ALX-BNX
5gsw 5GI
5y13 8K0
6rvl KKE
2weh FB1
3zmi L6C
3zot L6C
4rhy 3QG
5a6k NSG
5ale ONR
5bpe E22
5ekh 5RD
5mgi 6YV
6epa BNQ
6fmn E4E
6fz4 EC8
6mbo JDG
6mbp JDG
6p12 NKY
1b9j 3-mer
1d6w 00R
1nl9 989
1o36 607
1p05 5-mer
1q8u H52
1t7r 15-mer
2e9c B75
2fhy A37
2j79 GTL
2joa 7-mer
2mow 12-mer
2o3p QUE
2o7v DEP
2peh 10-mer
2q92 B23
2xaq M84
2xht C0Y
2ykb YKB
2yke YKE
3btl MGR
3cfs 15-mer
3fxw F10
3fy0 DW1
3g3m 5FU
3lpr 5-mer
3mp6 4-mer
3rw9 DSH
3sad 040
3wns 9AI
3wz6 IXZ
3zm4 22T
4awg CI3
4bqy FNT
4cki ADN
4crj YH5
4d4d MAN-IFM
4de1 0J6
4e9c 11-mer
4feq 0T8
4hkn LU2
4hlh 20D
4hlk 431
4j5d 728
4msc 2ZT
4n1b 2FS
4p0w 1XH
4qxs WC1
4urk A82
4uxh T5A
4w9i 3JS
4xuc 43G
4yjl 13-mer
4yvc 4KH
4zw8 4T2
5d1u 56P
5em8 5Q4
5h08 7WL
5hh4 60M
5hja XA2
5ho8 63E
5hv0 AKG
5joh 6M3
5jv0 YL5
5jzn GUI
5k0c 6OZ
5k8o 6R7
5n21 8HN
5od1 9RQ
5ovc 7-mer
5pzm 8XS
5t6g N40
5ttw 5-mer
5u1q 9-mer
5umx RBF
5uw5 19-mer
5vcw 93J
5zob 5-mer
6au9 BXS
6b5i CU4
6bu0 IHP
6d4r FWY
6d9s G4P
6eqp BUW
6htc GQK
6m88 MYC
6n82 YF7
6o7g 13-mer
6os6 TRP
1uwt GTL
1x7e 244
2hug 14-mer
2m0v 5-mer
4fm8 0UQ
4nkt 2KH
4qtd 38Z
4qwg 3BV
4tjz DKA
4wy6 3VP
4xub 43D
4yx4 FB2
4zyu 3YA
5ald FCW
5n4t R59
5vse 9HG
6f09 13-mer
6fv1 E8E
6hgz AR6
1uwu GOX
2df6 18-mer
3ezv EZV
3rl8 11-mer
4g69 11-mer
5drc 5ER
5xwr 12-mer
5xyf 18-mer
6jb4 MAL
1kl5 9-mer
2xv1 ECA
3e12 KD0
3huc G97
3t3e GPQ
4az5 NGW
4ch2 14-mer
4ch8 14-mer
5n55 8NN
5xgh 84U
6c0u EE4
6jbb SUC
6njj KR7
1a1e 4-mer
1ado 13P
1c5s ESX
1c8k CPB
1ceb AMH
1ctr TFP
1d2e GDP
1di8 DTQ
1dpu 16-mer
1ekb 7-mer
1f0q EMO
1f0t PR1
1f40 GPI
1fpy PPQ
1ftl DNQ
1gt1 ANC
1h1q 2A6
1hn2 ANC
1i7g AZ2
1jq8 5-mer
1k03 HBA
1kat 19-mer
1ke8 LS4
1lvc DOT
1rpa TAR
1ssq CYS
1tou B1V
1tsm MR2
1uvr BI8
1uym PU3
1xgj HTC
1xk5 TPG
1zgv 501
2am1 1LG
2bvd ISX
2gh9 MLR
2izl IMI
2l6e 14-mer
2qa8 GEN
2qh6 ODE
2r3i SCF
2r43 G3G
2rcn GDP
2vqt 15A
2w8g BS2
2wf5 BG6
2wnl AN5
2wzx ZX0
2xhs 9-mer
2ym3 YM3
2z5o 10-mer
2z97 7HE
3aig 0ZC
3ary I5I
3arz I5I
3az8 S21
3az9 K91
3bze 9-mer
3ddg GB7
3dxm N24
3f69 XDR
3ggj 25H
3haw 2NC
3l4w MIG
3met 11-mer
3nex G24
3nyn SGV
3qnj 19-mer
3ucj AZM
3udq 09E
3uh2 P34
3uil DAO
3zha 19-mer
3zo1 SIJ
4a0j 6-mer
4awi AQ2
4bb9 F1P
4bpj 19-mer
4d2t 3I7
4ezw 7-mer
4fvq ATP
4fvr ATP
4g2y NI5
4ivt VTI
4jql VJ6
4jv7 1MN
4kwg 2AK
4l3o 16-mer
